                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2913,                 4.0403,                 4.2151,                 0.0043,                0.40809,                0.05513,                 0.0281,                 2.9797,                 4.1775,                 4.1238,             0.00040698,             0.00040698,             0.00040698
